Invoice Date,Invoice ID,Invoice Status,Customer Name,Due Date,SubTotal,Total,Last Payment Date,Payment Terms,Payment Terms Label,Item Name,,Item Total,Item Price,Recurrence Name,Billing Attention,Item Tax Amount,Item Tax Type
2026-01-22,510492000000978031,Closed,Patrick Shoes Limited,2026-01-27,200,240,2026-01-29,5,Your payment should reach us within 5 days from the invoice date,Web Development,,200,200,,Mr. Noain Bakshi,40,ItemAmount
2026-02-01,510492000001001001,Closed,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-02-06,199,238.8,2026-04-14,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-02-01,510492000001001069,Closed,NOMADS CLOTHING LIMITED,2026-02-06,199,238.8,2026-03-18,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-02-01,510492000001001103,Closed,Patrick Shoes Limited,2026-02-06,398,477.6,2026-05-19,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-02-01,510492000001001103,Closed,Patrick Shoes Limited,2026-02-06,398,477.6,2026-05-19,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-02-01,510492000001001139,Overdue,SUPERHOUSE (UK) LIMITED,2026-02-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-02-10,510492000001035009,Closed,Patrick Shoes Limited,2026-02-15,200,240,2026-05-19,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,200,200,,Mr. Noain Bakshi,40,ItemAmount
2026-03-01,510492000001093695,Closed,Patrick Shoes Limited,2026-03-06,200,240,2026-06-29,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,200,200,Monthly - Catesby England,Mr. Noain Bakshi,40,ItemAmount
2026-03-01,510492000001093139,Overdue,SUPERHOUSE (UK) LIMITED,2026-03-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-03-01,510492000001093103,Closed,Patrick Shoes Limited,2026-03-06,398,477.6,2026-06-05,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-03-01,510492000001093103,Closed,Patrick Shoes Limited,2026-03-06,398,477.6,2026-06-05,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-03-01,510492000001093069,Closed,NOMADS CLOTHING LIMITED,2026-03-06,199,238.8,2026-03-18,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-03-01,510492000001093001,Closed,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-03-06,199,238.8,2026-05-11,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-04-01,510492000001180001,Closed,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-04-06,199,238.8,2026-06-22,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-04-01,510492000001180071,Overdue,NOMADS CLOTHING LIMITED,2026-04-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-04-01,510492000001180106,Closed,Patrick Shoes Limited,2026-04-06,398,477.6,2026-06-29,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-04-01,510492000001180106,Closed,Patrick Shoes Limited,2026-04-06,398,477.6,2026-06-29,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-04-01,510492000001180143,Overdue,SUPERHOUSE (UK) LIMITED,2026-04-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-05-01,510492000001231033,Overdue,NOMADS CLOTHING LIMITED,2026-05-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-05-01,510492000001231049,Closed,Patrick Shoes Limited,2026-05-06,398,477.6,2026-08-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-05-01,510492000001231049,Closed,Patrick Shoes Limited,2026-05-06,398,477.6,2026-08-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-05-01,510492000001231001,Closed,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-05-06,199,238.8,2026-07-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-05-01,510492000001231354,Closed,Patrick Shoes Limited,2026-05-06,200,240,2026-08-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,200,200,Monthly - Catesby England,Mr. Noain Bakshi,40,ItemAmount
2026-05-01,510492000001231066,Overdue,SUPERHOUSE (UK) LIMITED,2026-05-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-05-04,510492000001232195,Closed,NOMADS CLOTHING LIMITED,2026-05-09,599,718.8,2026-06-02,5,Your payment should reach us within 5 days from the invoice date,Web Development,,599,599,,Mr. Andrew Davis,119.8,ItemAmount
2026-06-01,510492000001279033,Overdue,NOMADS CLOTHING LIMITED,2026-06-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-06-01,510492000001279049,Overdue,Patrick Shoes Limited,2026-06-06,398,477.6,2026-08-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-06-01,510492000001279049,Overdue,Patrick Shoes Limited,2026-06-06,398,477.6,2026-08-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-06-01,510492000001279066,Overdue,SUPERHOUSE (UK) LIMITED,2026-06-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-06-01,510492000001279338,Overdue,Patrick Shoes Limited,2026-06-06,200,240,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,200,200,Monthly - Catesby England,Mr. Noain Bakshi,40,ItemAmount
2026-06-01,510492000001279001,Closed,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-06-06,199,238.8,2026-08-07,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-07-01,510492000001338033,Overdue,NOMADS CLOTHING LIMITED,2026-07-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-07-01,510492000001338049,Overdue,Patrick Shoes Limited,2026-07-06,398,477.6,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-07-01,510492000001338049,Overdue,Patrick Shoes Limited,2026-07-06,398,477.6,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-07-01,510492000001338001,Overdue,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-07-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-07-01,510492000001338338,Overdue,Patrick Shoes Limited,2026-07-06,200,240,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,200,200,Monthly - Catesby England,Mr. Noain Bakshi,40,ItemAmount
2026-07-01,510492000001338066,Overdue,SUPERHOUSE (UK) LIMITED,2026-07-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-08-01,510492000001417033,Overdue,NOMADS CLOTHING LIMITED,2026-08-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - NOMADS CLOTHING LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-08-01,510492000001417049,Overdue,Patrick Shoes Limited,2026-08-06,398,477.6,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-08-01,510492000001417049,Overdue,Patrick Shoes Limited,2026-08-06,398,477.6,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - Patrick Shoes Limited,Mr. Noain Bakshi,39.799999999999997,ItemAmount
2026-08-01,510492000001417066,Overdue,SUPERHOUSE (UK) LIMITED,2026-08-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,Monthly - SUPERHOUSE (UK) LIMITED,,39.799999999999997,ItemAmount
2026-08-01,510492000001417338,Overdue,Patrick Shoes Limited,2026-08-06,200,240,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,200,200,Monthly - Catesby England,Mr. Noain Bakshi,40,ItemAmount
2026-08-01,510492000001417001,Overdue,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-08-06,199,238.8,,5,Your payment should reach us within 5 days from the invoice date,SEO (Search Engine Optimization),,199,199,monthly-BRIGGS INDUSTRIAL FOOTWEAR LIMITED,Mr. Andrew Davis,39.799999999999997,ItemAmount
2026-08-14,510492000001450025,Open,BRIGGS INDUSTRIAL FOOTWEAR LIMITED,2026-08-19,599,718.8,,5,Your payment should reach us within 5 days from the invoice date,Web Development,,599,599,,Mr. Andrew Davis,119.8,ItemAmount
